SAMPLE_PK,COMMODITYCOMMTYPE,CommodityType,Lab,Pestcode,Testclass,CONCEN,LOD,CONNUNIT,CONFMETHOD,CONFMETHOD2,ANNOTATE,QUANTITATE,MEAN,EXTRACT,DETERMIN
1,AP,FR,WA1,351,A,,0.004,M,,,,,ND,805,35
1,AP,FR,WA1,352,I,,0.001,M,,,,,ND,805,35
1,AP,FR,WA1,382,E,,0.015,M,,,,,ND,805,35
1,AP,FR,WA1,387,A,,0.005,M,,,,,ND,805,35
1,AP,FR,WA1,388,A,,0.005,M,,,,,ND,805,35
1,AP,FR,WA1,512,E,,0.003,M,,,,,ND,805,52
1,AP,FR,WA1,529,A,,0.01,M,,,,,ND,805,35
1,AP,FR,WA1,536,C,,0.001,M,,,,,ND,805,52
1,AP,FR,WA1,537,E,,0.003,M,,,,,ND,805,52
1,AP,FR,WA1,540,A,,0.002,M,,,,,ND,805,35
1,AP,FR,WA1,562,C,,0.001,M,,,,,ND,805,52
1,AP,FR,WA1,593,A,,0.01,M,,,,,ND,805,35
1,AP,FR,WA1,594,F,,0.005,M,,,,,ND,805,52
1,AP,FR,WA1,596,A,,0.0015,M,,,,,ND,805,52
1,AP,FR,WA1,597,O,,0.01,M,,,,,ND,805,35
1,AP,FR,WA1,604,N,,0.01,M,,,,,ND,805,52
1,AP,FR,WA1,607,F,,0.001,M,,,,,ND,805,52
1,AP,FR,WA1,612,O,,0.015,M,,,,,ND,805,35
1,AP,FR,WA1,614,C,,0.01,M,,,,,ND,805,52
1,AP,FR,WA1,623,I,,0.05,M,,,,,ND,805,35
1,AP,FR,WA1,624,A,,0.01,M,,,,,ND,805,35
1,AP,FR,WA1,625,A,,0.01,M,,,,,ND,805,35
1,AP,FR,WA1,626,A,,0.04,M,,,,,ND,805,35
1,AP,FR,WA1,634,E,,0.001,M,,,,,ND,805,52
1,AP,FR,WA1,651,A,,0.0015,M,,,,,ND,805,52
1,AP,FR,WA1,658,E,,0.003,M,,,,,ND,805,52
1,AP,FR,WA1,666,B,,0.001,M,,,,,ND,805,52
1,AP,FR,WA1,679,L,,0.003,M,,,,,ND,805,52
1,AP,FR,WA1,706,C,,0.005,M,,,,,ND,805,52
1,AP,FR,WA1,713,A,,0.05,M,,,,,ND,805,35
1,AP,FR,WA1,719,A,,0.005,M,,,,,ND,805,52
1,AP,FR,WA1,720,A,,0.005,M,,,,,ND,805,52
1,AP,FR,WA1,721,A,,0.005,M,,,,,ND,805,35
1,AP,FR,WA1,726,P,,0.01,M,,,,,ND,805,35
1,AP,FR,WA1,736,A,,0.001,M,,,,,ND,805,52
1,AP,FR,WA1,737,F,,0.02,M,,,,,ND,805,52
1,AP,FR,WA1,740,C,,0.002,M,,,,,ND,805,52
1,AP,FR,WA1,769,C,,0.01,M,,,,,ND,805,52
1,AP,FR,WA1,772,C,,0.002,M,,,,,ND,805,52
1,AP,FR,WA1,781,O,,0.004,M,,,,,ND,805,35
1,AP,FR,WA1,807,A,,0.005,M,,,,,ND,805,35
1,AP,FR,WA1,808,O,,0.02,M,,,,,ND,805,35
1,AP,FR,WA1,848,O,,0.05,M,,,,,ND,805,35
1,AP,FR,WA1,872,V,,0.001,M,,,,,ND,805,52
1,AP,FR,WA1,877,F,,0.002,M,,,,,ND,805,52
1,AP,FR,WA1,886,W,,0.001,M,,,,,ND,805,52
1,AP,FR,WA1,900,A,,0.01,M,,,,,ND,805,35
1,AP,FR,WA1,901,A,,0.015,M,,,,,ND,805,35
1,AP,FR,WA1,902,A,,0.005,M,,,,,ND,805,35
1,AP,FR,WA1,903,A,,0.012,M,,,,,ND,805,35
1,AP,FR,WA1,904,A,,0.014,M,,,,,ND,805,35
1,AP,FR,WA1,1,A,,0.003,M,,,,,ND,805,35
1,AP,FR,WA1,24,C,,0.005,M,,,,,ND,805,52
1,AP,FR,WA1,28,A,,0.01,M,,,,,ND,805,35
1,AP,FR,WA1,32,A,,0.0015,M,,,,,ND,805,52
1,AP,FR,WA1,34,A,,0.01,M,,,,,ND,805,35
1,AP,FR,WA1,42,C,,0.01,M,,,,,ND,805,52
1,AP,FR,WA1,44,A,,0.002,M,,,,,ND,805,35
1,AP,FR,WA1,50,A,,0.013,M,,,,,ND,805,35
1,AP,FR,WA1,52,C,,0.002,M,,,,,ND,805,52
1,AP,FR,WA1,57,C,,0.01,M,,,,,ND,805,35
1,AP,FR,WA1,58,F,,0.1,M,,,,,ND,805,35
1,AP,FR,WA1,65,C,,0.005,M,,,,,ND,805,35
1,AP,FR,WA1,69,C,,0.002,M,,,,,ND,805,52
1,AP,FR,WA1,70,I,,0.005,M,,,,,ND,805,35
1,AP,FR,WA1,83,I,,0.005,M,,,,,ND,805,35
1,AP,FR,WA1,102,E,,0.003,M,,,,,ND,805,52
1,AP,FR,WA1,104,F,,0.01,M,,,,,ND,805,52
1,AP,FR,WA1,107,C,,0.001,M,,,,,ND,805,52
1,AP,FR,WA1,108,A,,0.01,M,,,,,ND,805,35
1,AP,FR,WA1,114,E,,0.02,M,,,,,ND,805,35
1,AP,FR,WA1,124,C,,0.01,M,,,,,ND,805,52
1,AP,FR,WA1,125,F,0.009,0.002,M,GT,,,,O,805,35
1,AP,FR,WA1,126,A,,0.03,M,,,,,ND,805,35
1,AP,FR,WA1,129,A,,0.003,M,,,,,ND,805,52
1,AP,FR,WA1,130,C,,0.01,M,,,,,ND,805,52
1,AP,FR,WA1,134,A,,0.002,M,,,,,ND,805,35
1,AP,FR,WA1,143,A,,0.005,M,,,,,ND,805,35
1,AP,FR,WA1,144,A,,0.016,M,,,,,ND,805,35
1,AP,FR,WA1,148,C,,0.01,M,,,,,ND,805,35
1,AP,FR,WA1,149,R,,0.005,M,,,,,ND,805,52
1,AP,FR,WA1,151,A,,0.001,M,,,,,ND,805,35
1,AP,FR,WA1,152,A,,0.01,M,,,,,ND,805,35
1,AP,FR,WA1,153,U,,0.003,M,,,,,ND,805,52
1,AP,FR,WA1,157,B,0.002,0.002,M,LU,,,,O,805,52
1,AP,FR,WA1,159,E,,0.03,M,,,,,ND,805,52
1,AP,FR,WA1,160,C,,0.005,M,,,,,ND,805,35
1,AP,FR,WA1,164,A,,0.02,M,,,,,NP,805,35
1,AP,FR,WA1,165,C,,0.01,M,,,,,ND,805,35
1,AP,FR,WA1,166,C,,0.001,M,,,,,ND,805,52
1,AP,FR,WA1,168,E,,0.005,M,,,,,ND,805,52
1,AP,FR,WA1,169,E,,0.005,M,,,,,ND,805,52
1,AP,FR,WA1,170,C,,0.005,M,,,,,ND,805,52
1,AP,FR,WA1,906,A,,0.001,M,,,,,ND,805,35
1,AP,FR,WA1,908,A,,0.005,M,,,,,ND,805,35
1,AP,FR,WA1,909,A,,0.001,M,,,,,ND,805,35
1,AP,FR,WA1,910,A,,0.01,M,,,,,ND,805,35
1,AP,FR,WA1,911,A,,0.001,M,,,,,ND,805,35
1,AP,FR,WA1,915,A,,0.01,M,,,,,ND,805,52
1,AP,FR,WA1,928,C,,0.01,M,,,,,ND,805,52
1,AP,FR,WA1,930,O,,0.002,M,,,,,ND,805,35
1,AP,FR,WA1,943,E,,0.003,M,,,,,ND,805,52
1,AP,FR,WA1,947,O,,0.005,M,,,,,ND,805,35
1,AP,FR,WA1,950,L,,0.01,M,,,,,ND,805,52
1,AP,FR,WA1,967,A,,0.003,M,,,,,ND,805,52
1,AP,FR,WA1,A03,O,,0.01,M,,,,,ND,805,35
1,AP,FR,WA1,A05,A,,0.01,M,,,,,ND,805,52
1,AP,FR,WA1,A22,L,,0.01,M,,,,,ND,805,52
1,AP,FR,WA1,A30,L,,0.005,M,,,,,ND,805,52
1,AP,FR,WA1,A47,E,,0.006,M,,,,,ND,805,52
1,AP,FR,WA1,A48,I,,0.01,M,,,,,ND,805,52
1,AP,FR,WA1,A58,L,,0.01,M,,,,,ND,805,52
1,AP,FR,WA1,A61,L,,0.01,M,,,,,ND,805,52
1,AP,FR,WA1,A84,A,,0.05,M,,,,,ND,805,35
1,AP,FR,WA1,AAX,C,,0.001,M,,,,,ND,805,52
1,AP,FR,WA1,ABC,I,,0.003,M,,,,,ND,805,52
1,AP,FR,WA1,ABG,F,,0.002,M,,,,,ND,805,52
1,AP,FR,WA1,ACD,J,,0.02,M,,,,,ND,805,52
1,AP,FR,WA1,ADC,O,,0.01,M,,,,,ND,805,35
1,AP,FR,WA1,ADD,F,,0.0015,M,,,,,ND,805,52
1,AP,FR,WA1,ADE,O,,0.005,M,,,,,ND,805,35
1,AP,FR,WA1,ADG,I,,0.02,M,,,,,ND,805,52
1,AP,FR,WA1,ADH,O,,0.015,M,,,,,ND,805,35
1,AP,FR,WA1,ADI,O,,0.025,M,,,,,ND,805,35
1,AP,FR,WA1,ADK,O,,0.01,M,,,,,ND,805,52
1,AP,FR,WA1,AEJ,O,,0.05,M,,,,,ND,805,35
1,AP,FR,WA1,AEK,O,,0.05,M,,,,,ND,805,35
1,AP,FR,WA1,AEL,O,,0.005,M,,,,,ND,805,35
1,AP,FR,WA1,AEP,F,,0.01,M,,,,,ND,805,52
1,AP,FR,WA1,AES,I,,0.003,M,,,,,ND,805,52
1,AP,FR,WA1,AEV,I,,0.003,M,,,,,ND,805,52
1,AP,FR,WA1,AEW,F,,0.025,M,,,,,ND,805,52
1,AP,FR,WA1,AFF,A,,0.01,M,,,,,ND,805,52
1,AP,FR,WA1,AFM,L,,0.01,M,,,,,ND,805,52
1,AP,FR,WA1,AFO,A,,0.003,M,,,,,ND,805,52
1,AP,FR,WA1,AFS,F,,0.005,M,,,,,ND,805,52
1,AP,FR,WA1,AFU,E,,0.002,M,,,,,ND,805,52
1,AP,FR,WA1,AGB,I,,0.01,M,,,,,ND,805,52
1,AP,FR,WA1,AGG,A,,0.006,M,,,,,ND,805,52
1,AP,FR,WA1,AGH,D,,0.01,M,,,,,ND,805,52
1,AP,FR,WA1,AGT,I,,0.01,M,,,,,ND,805,52
1,AP,FR,WA1,AGW,I,,0.01,M,,,,,ND,805,52
1,AP,FR,WA1,AGX,N,,0.002,M,,,,,ND,805,52
1,AP,FR,WA1,AGY,I,,0.003,M,,,,,ND,805,52
1,AP,FR,WA1,AHG,I,,0.001,M,,,,,ND,805,52
1,AP,FR,WA1,AHM,I,,0.002,M,,,,,ND,805,52
1,AP,FR,WA1,AHN,C,,0.001,M,,,,,ND,805,52
1,AP,FR,WA1,AHS,I,,0.035,M,,,,,ND,805,52
1,AP,FR,WA1,AHT,A,,0.005,M,,,,,ND,805,35
1,AP,FR,WA1,AHZ,U,,0.01,M,,,,,ND,805,52
1,AP,FR,WA1,AJG,K,,0.02,M,,,,,ND,805,52
1,AP,FR,WA1,AJP,I,,0.001,M,,,,,ND,805,52
1,AP,FR,WA1,AJY,I,,0.01,M,,,,,ND,805,35
1,AP,FR,WA1,AJZ,A,,0.01,M,,,,,ND,805,52
1,AP,FR,WA1,B10,A,,0.002,M,,,,,ND,805,52
1,AP,FR,WA1,B12,A,,0.008,M,,,,,ND,805,52
1,AP,FR,WA1,B13,A,,0.015,M,,,,,ND,805,35
1,AP,FR,WA1,B16,V,,0.05,M,,,,,ND,805,52
1,AP,FR,WA1,B21,A,,0.005,M,,,,,ND,805,52
1,AP,FR,WA1,B22,V,,0.005,M,,,,,ND,805,52
1,AP,FR,WA1,B23,A,,0.025,M,,,,,ND,805,35
1,AP,FR,WA1,B24,F,,0.001,M,,,,,ND,805,52
1,AP,FR,WA1,B26,O,,0.002,M,,,,,ND,805,35
1,AP,FR,WA1,B41,I,,0.013,M,,,,,ND,805,52
1,AP,FR,WA1,B42,I,,0.01,M,,,,,ND,805,52
1,AP,FR,WA1,B43,A,,0.003,M,,,,,ND,805,52
1,AP,FR,WA1,B48,F,,0.0015,M,,,,,ND,805,52
1,AP,FR,WA1,B51,F,,0.02,M,,,,,ND,805,52
1,AP,FR,WA1,B52,F,,0.001,M,,,,,ND,805,52
1,AP,FR,WA1,B56,A,,0.005,M,,,,,ND,805,52
1,AP,FR,WA1,B57,I,,0.02,M,,,,,ND,805,35
1,AP,FR,WA1,B58,L,,0.01,M,,,,,ND,805,52
1,AP,FR,WA1,B61,F,,0.003,M,,,,,ND,805,52
1,AP,FR,WA1,B63,A,,0.0015,M,,,,,ND,805,52
1,AP,FR,WA1,B64,A,,0.005,M,,,,,ND,805,52
1,AP,FR,WA1,B68,A,,0.001,M,,,,,ND,805,52
1,AP,FR,WA1,B72,L,,0.01,M,,,,,ND,805,52
1,AP,FR,WA1,B73,I,,0.005,M,,,,,ND,805,52
1,AP,FR,WA1,B75,A,,0.003,M,,,,,ND,805,52
1,AP,FR,WA1,B77,W,,0.003,M,,,,,ND,805,52
1,AP,FR,WA1,B78,L,,0.01,M,,,,,ND,805,52
1,AP,FR,WA1,B79,F,,0.0015,M,,,,,ND,805,52
1,AP,FR,WA1,B80,A,,0.0015,M,,,,,ND,805,52
1,AP,FR,WA1,B84,F,,0.005,M,,,,,ND,805,52
1,AP,FR,WA1,B85,I,,0.01,M,,,,,ND,805,52
2,AP,FR,WA1,1,A,,0.003,M,,,,,ND,805,35
2,AP,FR,WA1,24,C,,0.005,M,,,,,ND,805,52
2,AP,FR,WA1,28,A,,0.01,M,,,,,ND,805,35
2,AP,FR,WA1,32,A,,0.0015,M,,,,,ND,805,52
2,AP,FR,WA1,34,A,,0.01,M,,,,,ND,805,35
2,AP,FR,WA1,42,C,,0.01,M,,,,,ND,805,52
2,AP,FR,WA1,44,A,,0.002,M,,,,,ND,805,35
2,AP,FR,WA1,50,A,,0.013,M,,,,,ND,805,35
2,AP,FR,WA1,52,C,,0.002,M,,,,,ND,805,52
2,AP,FR,WA1,57,C,,0.01,M,,,,,ND,805,35
2,AP,FR,WA1,58,F,,0.1,M,,,,,ND,805,35
2,AP,FR,WA1,65,C,,0.005,M,,,,,ND,805,35
2,AP,FR,WA1,69,C,,0.002,M,,,,,ND,805,52
2,AP,FR,WA1,70,I,,0.005,M,,,,,ND,805,35
2,AP,FR,WA1,83,I,,0.005,M,,,,,ND,805,35
2,AP,FR,WA1,102,E,,0.003,M,,,,,ND,805,52
2,AP,FR,WA1,104,F,,0.01,M,,,,,ND,805,52
2,AP,FR,WA1,107,C,,0.001,M,,,,,ND,805,52
2,AP,FR,WA1,108,A,,0.01,M,,,,,ND,805,35
2,AP,FR,WA1,114,E,,0.02,M,,,,,ND,805,35
2,AP,FR,WA1,124,C,,0.01,M,,,,,ND,805,52
2,AP,FR,WA1,125,F,,0.002,M,,,,,ND,805,35
2,AP,FR,WA1,126,A,,0.03,M,,,,,ND,805,35
2,AP,FR,WA1,129,A,,0.003,M,,,,,ND,805,52
2,AP,FR,WA1,130,C,,0.01,M,,,,,ND,805,52
2,AP,FR,WA1,134,A,,0.002,M,,,,,ND,805,35
2,AP,FR,WA1,143,A,,0.005,M,,,,,ND,805,35
2,AP,FR,WA1,144,A,,0.016,M,,,,,ND,805,35
2,AP,FR,WA1,148,C,,0.01,M,,,,,ND,805,35
2,AP,FR,WA1,149,R,,0.005,M,,,,,ND,805,52
2,AP,FR,WA1,151,A,,0.001,M,,,,,ND,805,35
2,AP,FR,WA1,152,A,,0.01,M,,,,,ND,805,35
2,AP,FR,WA1,153,U,,0.003,M,,,,,ND,805,52
2,AP,FR,WA1,157,B,,0.002,M,,,,,ND,805,52
2,AP,FR,WA1,159,E,,0.03,M,,,,,ND,805,52
2,AP,FR,WA1,160,C,,0.005,M,,,,,ND,805,35
2,AP,FR,WA1,164,A,,0.02,M,,,,,NP,805,35
2,AP,FR,WA1,165,C,,0.01,M,,,,,ND,805,35
2,AP,FR,WA1,166,C,,0.001,M,,,,,ND,805,52
2,AP,FR,WA1,168,E,,0.005,M,,,,,ND,805,52
2,AP,FR,WA1,169,E,,0.005,M,,,,,ND,805,52
2,AP,FR,WA1,170,C,,0.005,M,,,,,ND,805,52
2,AP,FR,WA1,171,C,,0.005,M,,,,,ND,805,52
2,AP,FR,WA1,172,A,,0.01,M,,,,,ND,805,35
2,AP,FR,WA1,173,A,,0.01,M,,,,,ND,805,35
2,AP,FR,WA1,175,C,,0.002,M,,,,,ND,805,52
2,AP,FR,WA1,178,C,,0.02,M,,,,,ND,805,52
2,AP,FR,WA1,180,E,,0.0015,M,,,,,ND,805,52
2,AP,FR,WA1,189,C,,0.01,M,,,,,ND,805,52
2,AP,FR,WA1,190,C,,0.01,M,,,,,ND,805,52
2,AP,FR,WA1,191,A,,0.01,M,,,,,ND,805,35
2,AP,FR,WA1,197,C,,0.01,M,,,,,ND,805,35
2,AP,FR,WA1,204,C,,0.03,M,,,,,ND,805,52
2,AP,FR,WA1,208,C,,0.002,M,,,,,ND,805,52
2,AP,FR,WA1,216,C,,0.02,M,,,,,ND,805,52
2,AP,FR,WA1,217,C,,0.002,M,,,,,ND,805,35
2,AP,FR,WA1,219,C,,0.002,M,,,,,ND,805,52
2,AP,FR,WA1,222,O,,0.01,M,,,,,ND,805,35
2,AP,FR,WA1,223,O,,0.01,M,,,,,ND,805,35
2,AP,FR,WA1,224,C,,0.075,M,,,,,ND,805,35
2,AP,FR,WA1,230,F,,0.05,M,,,,,ND,805,52
2,AP,FR,WA1,237,C,,0.004,M,,,,,ND,805,52
2,AP,FR,WA1,239,C,,0.004,M,,,,,ND,805,52
2,AP,FR,WA1,245,C,,0.002,M,,,,,ND,805,52
2,AP,FR,WA1,254,A,,0.01,M,,,,,ND,805,35
2,AP,FR,WA1,256,E,,0.001,M,,,,,ND,805,52
2,AP,FR,WA1,264,L,,0.01,M,,,,,ND,805,52
2,AP,FR,WA1,283,A,,0.001,M,,,,,ND,805,52
2,AP,FR,WA1,297,O,,0.05,M,,,,,ND,805,35
2,AP,FR,WA1,299,G,,0.001,M,,,,,ND,805,35
2,AP,FR,WA1,303,C,,0.02,M,,,,,ND,805,52
2,AP,FR,WA1,304,A,,0.004,M,,,,,ND,805,35
2,AP,FR,WA1,305,R,,0.002,M,,,,,ND,805,52
2,AP,FR,WA1,324,T,,0.01,M,,,,,ND,805,35
2,AP,FR,WA1,338,C,,0.02,M,,,,,ND,805,52
2,AP,FR,WA1,351,A,,0.004,M,,,,,ND,805,35
2,AP,FR,WA1,352,I,,0.001,M,,,,,ND,805,35
2,AP,FR,WA1,382,E,,0.015,M,,,,,ND,805,35
2,AP,FR,WA1,387,A,,0.005,M,,,,,ND,805,35
2,AP,FR,WA1,388,A,,0.005,M,,,,,ND,805,35
2,AP,FR,WA1,512,E,,0.003,M,,,,,ND,805,52
2,AP,FR,WA1,529,A,,0.01,M,,,,,ND,805,35
2,AP,FR,WA1,536,C,,0.001,M,,,,,ND,805,52
2,AP,FR,WA1,537,E,,0.003,M,,,,,ND,805,52
2,AP,FR,WA1,540,A,,0.002,M,,,,,ND,805,35
2,AP,FR,WA1,562,C,,0.001,M,,,,,ND,805,52
2,AP,FR,WA1,593,A,,0.01,M,,,,,ND,805,35
2,AP,FR,WA1,594,F,,0.005,M,,,,,ND,805,52
2,AP,FR,WA1,596,A,,0.0015,M,,,,,ND,805,52
2,AP,FR,WA1,597,O,,0.01,M,,,,,ND,805,35
2,AP,FR,WA1,604,N,,0.01,M,,,,,ND,805,52
2,AP,FR,WA1,607,F,,0.001,M,,,,,ND,805,52
2,AP,FR,WA1,612,O,,0.015,M,,,,,ND,805,35
2,AP,FR,WA1,614,C,,0.01,M,,,,,ND,805,52
2,AP,FR,WA1,623,I,,0.05,M,,,,,ND,805,35
2,AP,FR,WA1,624,A,,0.01,M,,,,,ND,805,35
2,AP,FR,WA1,625,A,,0.01,M,,,,,ND,805,35
2,AP,FR,WA1,626,A,,0.04,M,,,,,ND,805,35
2,AP,FR,WA1,634,E,,0.001,M,,,,,ND,805,52
2,AP,FR,WA1,651,A,,0.0015,M,,,,,ND,805,52
2,AP,FR,WA1,658,E,,0.003,M,,,,,ND,805,52
2,AP,FR,WA1,666,B,0.001,0.001,M,LU,,,,O,805,52
2,AP,FR,WA1,679,L,,0.003,M,,,,,ND,805,52
2,AP,FR,WA1,706,C,,0.005,M,,,,,ND,805,52
2,AP,FR,WA1,713,A,,0.05,M,,,,,ND,805,35
2,AP,FR,WA1,719,A,,0.005,M,,,,,ND,805,52
2,AP,FR,WA1,720,A,,0.005,M,,,,,ND,805,52
2,AP,FR,WA1,721,A,,0.005,M,,,,,ND,805,35
2,AP,FR,WA1,726,P,,0.01,M,,,,,ND,805,35
2,AP,FR,WA1,736,A,,0.001,M,,,,,ND,805,52
2,AP,FR,WA1,737,F,,0.02,M,,,,,ND,805,52
2,AP,FR,WA1,740,C,,0.002,M,,,,,ND,805,52
2,AP,FR,WA1,769,C,,0.01,M,,,,,ND,805,52
2,AP,FR,WA1,772,C,,0.002,M,,,,,ND,805,52
2,AP,FR,WA1,781,O,,0.004,M,,,,,ND,805,35
2,AP,FR,WA1,807,A,,0.005,M,,,,,ND,805,35
2,AP,FR,WA1,808,O,,0.02,M,,,,,ND,805,35
2,AP,FR,WA1,848,O,,0.05,M,,,,,ND,805,35
2,AP,FR,WA1,872,V,,0.001,M,,,,,ND,805,52
2,AP,FR,WA1,877,F,,0.002,M,,,,,ND,805,52
2,AP,FR,WA1,886,W,,0.001,M,,,,,ND,805,52
2,AP,FR,WA1,900,A,,0.01,M,,,,,ND,805,35
2,AP,FR,WA1,901,A,,0.015,M,,,,,ND,805,35
2,AP,FR,WA1,902,A,,0.005,M,,,,,ND,805,35
2,AP,FR,WA1,903,A,,0.012,M,,,,,ND,805,35
2,AP,FR,WA1,904,A,,0.014,M,,,,,ND,805,35
2,AP,FR,WA1,906,A,,0.001,M,,,,,ND,805,35
2,AP,FR,WA1,908,A,,0.005,M,,,,,ND,805,35
2,AP,FR,WA1,909,A,,0.001,M,,,,,ND,805,35
2,AP,FR,WA1,910,A,,0.01,M,,,,,ND,805,35
2,AP,FR,WA1,911,A,,0.001,M,,,,,ND,805,35
2,AP,FR,WA1,915,A,,0.01,M,,,,,ND,805,52
2,AP,FR,WA1,928,C,,0.01,M,,,,,ND,805,52
2,AP,FR,WA1,930,O,,0.002,M,,,,,ND,805,35
2,AP,FR,WA1,943,E,,0.003,M,,,,,ND,805,52
2,AP,FR,WA1,947,O,,0.005,M,,,,,ND,805,35
2,AP,FR,WA1,950,L,,0.01,M,,,,,ND,805,52
2,AP,FR,WA1,967,A,,0.003,M,,,,,ND,805,52
2,AP,FR,WA1,A03,O,,0.01,M,,,,,ND,805,35
2,AP,FR,WA1,A05,A,,0.01,M,,,,,ND,805,52
2,AP,FR,WA1,A22,L,,0.01,M,,,,,ND,805,52
2,AP,FR,WA1,A30,L,,0.005,M,,,,,ND,805,52
2,AP,FR,WA1,A47,E,,0.006,M,,,,,ND,805,52
2,AP,FR,WA1,A48,I,,0.01,M,,,,,ND,805,52
2,AP,FR,WA1,A58,L,,0.01,M,,,,,ND,805,52
2,AP,FR,WA1,A61,L,,0.01,M,,,,,ND,805,52
2,AP,FR,WA1,A84,A,,0.05,M,,,,,ND,805,35
2,AP,FR,WA1,AAX,C,,0.001,M,,,,,ND,805,52
2,AP,FR,WA1,ABC,I,,0.003,M,,,,,ND,805,52
2,AP,FR,WA1,ABG,F,,0.002,M,,,,,ND,805,52
2,AP,FR,WA1,ACD,J,,0.02,M,,,,,ND,805,52
2,AP,FR,WA1,ADC,O,,0.01,M,,,,,ND,805,35
2,AP,FR,WA1,ADD,F,,0.0015,M,,,,,ND,805,52
2,AP,FR,WA1,ADE,O,,0.005,M,,,,,ND,805,35
2,AP,FR,WA1,ADG,I,,0.02,M,,,,,ND,805,52
2,AP,FR,WA1,ADH,O,,0.015,M,,,,,ND,805,35
2,AP,FR,WA1,ADI,O,,0.025,M,,,,,ND,805,35
2,AP,FR,WA1,ADK,O,,0.01,M,,,,,ND,805,52
2,AP,FR,WA1,AEJ,O,,0.05,M,,,,,ND,805,35
2,AP,FR,WA1,AEK,O,,0.05,M,,,,,ND,805,35
2,AP,FR,WA1,AEL,O,,0.005,M,,,,,ND,805,35
2,AP,FR,WA1,AEP,F,,0.01,M,,,,,ND,805,52
2,AP,FR,WA1,AES,I,,0.003,M,,,,,ND,805,52
2,AP,FR,WA1,AEV,I,,0.003,M,,,,,ND,805,52
2,AP,FR,WA1,AEW,F,,0.025,M,,,,,ND,805,52
2,AP,FR,WA1,AFF,A,,0.01,M,,,,,ND,805,52
2,AP,FR,WA1,AFM,L,,0.01,M,,,,,ND,805,52
2,AP,FR,WA1,AFO,A,,0.003,M,,,,,ND,805,52
2,AP,FR,WA1,AFS,F,,0.005,M,,,,,ND,805,52
2,AP,FR,WA1,AFU,E,,0.002,M,,,,,ND,805,52
2,AP,FR,WA1,AGB,I,,0.01,M,,,,,ND,805,52
2,AP,FR,WA1,AGG,A,,0.006,M,,,,,ND,805,52
2,AP,FR,WA1,AGH,D,,0.01,M,,,,,ND,805,52
2,AP,FR,WA1,AGT,I,,0.01,M,,,,,ND,805,52
2,AP,FR,WA1,AGW,I,0.015,0.01,M,LU,,,,O,805,52
2,AP,FR,WA1,AGX,N,,0.002,M,,,,,ND,805,52
2,AP,FR,WA1,AGY,I,,0.003,M,,,,,ND,805,52
2,AP,FR,WA1,AHG,I,,0.001,M,,,,,ND,805,52
2,AP,FR,WA1,AHM,I,,0.002,M,,,,,ND,805,52
2,AP,FR,WA1,AHN,C,,0.001,M,,,,,ND,805,52
